institution_code,institution_name
5386,Escuela Basica Temocuicui
5387,Esc.Par.San Francisco De Asis De Ercilla
5391,Escuela Particular Santa Rosa
5392,Escuela Particular El Progreso
5393,Liceo Bicentenario Politecnico Manuel Montt
5395,Escuela Marcela Paz
5396,Colegio Ignacio Carrera Pinto
5398,Escuela Heroes De Iquique
5401,Escuela Especial Confederacion Suiza
5403,Escuela Claudio Matte
5404,Escuela Hernan Trizano Avezzana
5406,Escuela Selva Oscura
5407,Escuela Basica Patricio Linch
5408,Escuela Pailahueque
5442,Escuela Basica Emilia Romagna
5444,Escuela Profesor Juan De La Cruz Munoz M.
5446,Escuela Diego Portales
5449,Esc. Basica Anidir
5455,Esc.Basica Quilquen
5459,Esc. Basica Fundo Quino
5462,Esc. Basica Reduccion Temulemu
5463,Esc. Basica Didaico
5465,Colegio Bicentenario Louis Pasteur
5466,Escuela Particular Santa Rosa
5467,Liceo Agricola Y Forestal Suizo La Provi
5469,Escuela Particular Lorenzo Colipi
5470,Escuela Basica Republica De Italia
5471,Escuela F-174 Valle De Lumaco
5472,Esc. Municipal Pichipellahuen
5473,Esc. Basica Quetrahue
5474,Esc. Basica Ralun
5479,Esc. Basica Chanco
5480,Escuela Rucatraro Alto
5482,Esc. Basica Rucayeco
5485,Esc. Basica Buta Rincon
5487,Escuela Municipal G-180 Maria Riquelme Mena
5490,Esc. Basica Comude
5492,Esc. Basica Reduccion Calbudir
5493,Escuela Particular Las Colinas
5494,Escuela Particular Pichi-Loncoyan
5496,Escuela Particular Quilluco
5503,Escuela Particular El Eden
5504,Escuela Particular Calbuco
5506,Escuela General Lagos
5507,Liceo Maria Aurora Guinez Ramirez
5508,Escuela Pedro De Ona
5509,Liceo Bicentenario Indómito De Purén
5510,Escuela Enzo Ferrari
5513,Esc. Basica Tranaman
5516,Esc. Basica Coyancahuin
5669,Colegio Madre Admirable De Schoenstatt
5670,Colegio San Francisco
5677,Esc. Esp.Retardo Mental Las Araucarias
5678,Escuela Particular Ntra.Sra.Del Carmen
5680,Esc.Part.San Francisco De Asis De Temuco
5682,Escuela Particular Francia
5683,Escuela Particular Padre Venancio
5690,Escuela Particular La Espiga
5693,Escuela Particular Estrella De Belen
5694,Escuela Particular Alianza
5695,Escuela Particular San Rafael Arcangel
5697,Escuela Particular Las Americas
5698,Escuela Particular Araucania
5512,Esc.Basica Pinguidahue
5499,Escuela Particular Gabriela Mistral
5703,Liceo Bicentenario De Excelencia Tecnico Profesional Centenario
5706,Escuela Particular San Juan
5709,Escuela Particular Los Trigales
5713,Colegio Particular I. Cultura Britanica
5714,Escuela Part.Santa Maria De La Ribera
5716,Padre Bartolome De Las Casas
5717,Escuela Particular Claudio Matte
5719,Escuela Particular Araucania
5720,Colegio Ñielol Che Kimun
5722,Escuela Particular Papelucho
5725,Escuela Particular San Bernardo
5726,Colegio Manuel Montt
5729,Liceo Técnico Femenino Santa Cruz Ñielol
5730,Escuela Particular Roble Huacho
5731,Escuela Particular Millahueco
5732,Escuela Particular Maquehue
5734,Escuela Particular Botronhue
5737,Escuela Particular Hermano Pascual
5740,Escuela Particular San Manuel
5745,Escuela Particular Millantu
2733,Colegio Deportivo Luis Cruz Martinez
5746,Escuela Particular Mono Paine
5748,Escuela Particular Las Lomas
5785,Escuela Particular San Mateo
5790,Escuela Particular El Crucero
5791,Escuela Particular Witramalal
5793,Escuela Andres Bello
5794,Escuela Particular Prof.Andres Aguayo
5796,Escuela Particular Doctor Muhajir
5797,Escuela Particular Repocura
5798,Escuela Particular Nirrimapu
5799,Escuela Santa Ines De Caivico
5800,Escuela Particular Jose Luis Sanfuentes
5801,Escuela Particular Poeta Ercilla
5803,Escuela Particular Pichi Itinento
5806,Escuela Particular David Riadi Matus
5807,Escuela Particular La Roca
5808,Colegio De La Salle
5810,Colegio Bautista
5813,Colegio Centenario
5816,Colegio Metodista
5823,Liceo H-C Jorge Teillier Sandoval
6228,Escuela Rio Tolten
5824,Esc. Basica Numero Seis
5825,Esc. Basica Amelia Godoy
5827,Escuela Irene Frei
5828,Esc. Basica Guacolda
5829,Escuela Los Cachorros
5831,Liceo Los Castanos
5832,Esc. Basica Niereco
5833,Esc. Basica Rewe Kimun
5834,Esc. Basica Alto Meco
5835,Esc. Basica Villa Coihueco
5837,Escuela Dollico Alto
5838,Esc. Basica Las Minas
5844,Esc. Basica San Luis De Robler-A
5846,Esc. Basica Tres Esquinas
5847,Esc. Basica Santa Yolanda
5849,Esc. Basica Pumalal
5850,Esc. Basica Vista Hermosa
5851,Esc. Basica Chumil
5852,Esc. Basica El Escudo
5854,Esc. Basica Vega Larga
5855,Esc. Basica Muco Chureo
5857,Esc. Basica Malpichahue
5861,Esc.Part.San Francisco De Asis - Lautaro
9999999999997,9999999999997
5862,Escuela Particular Corazon De Jesus
5868,Escuela Particular Quilacura
5869,Escuela Particular Santa Teresa
5871,Escuela Particular Santa Teresita
5872,Escuela Particular Huinca Railao
5873,Escuela Particular Los Hualles
5875,Escuela Particular Nueva Dollinco
5876,Escuela Particular San Rafael
5878,Escuela Particular Vallepenco
5879,Liceo Isabel Poblete V.
5880,Escuela Eduardo Frei Montalva
5885,Escuela Los Quiques
5888,Esc. Basica Parlamento
5919,Escuela Padre Osvaldo Vega
2563,Escuela Municipal De La Patagua
2565,Escuela Municipal De Millahue De Apalta
2568,Escuela Municipal De Panama
2570,Escuela Municipal De Los Maitenes
5921,Liceo Bicentenario Padre Nicolás
5923,Liceo Agricola Cruz Del Sur
5927,Escuela Particular Codinhue
5930,Escuela Particular Santa Gertrudis
5933,Escuela Particular El Natre
2799,Escuela La Purisima
5935,Escuela Particular Santa Teresita
5938,San Miguel De Quintrilpe
5940,Escuela Particular Virgen De Fatima
5942,Escuela Particular San Antonio
5947,Escuela Particular Cruz Del Sur
5952,Escuela Particular Santa Monica
5954,Escuela Particular Los Robles
5955,Escuela Particular Monterrey
5957,Liceo Municipal Atenea
5959,Liceo Arturo Valenzuela
5960,Escuela Basica Las Hortencias
5962,Escuela Hector Valenzuela Cea
5964,Esc. Basica San Camilo
5970,Escuela Vida Y Paz
5973,Esc. Basica El Rosal
5977,Esc. Basica Quinetru
5980,Esc. Basica Llaullahue
5981,Escuela Paulo Aravena Aravena
5984,Esc. Basica Lo Schmith
5985,Escuela La Manana
5987,Esc. Basica Leufuche
6237,Escuela Nuevo Horizonte
5990,Escuela Basica Quecherehue
5992,Complejo Educacional Juan Bosco
5993,Escuela Leovigildo Kley
5994,Escuela Particular Subvencionada Padre Marcelino Huichamil
5995,Escuela Particular Quecherehue
5998,Escuela Particular La Bastilla
6021,Escuela Particular Caren
6023,Escuela Particular Palihuepillan
6024,Escuela Particular El Retiro
6025,Escuela Dahuelhue
6027,Complejo Educacional Monseñor Frco. Valdes S
6029,Escuela Ruca Manke
6030,Escuela Jeronimo Neculpan
6031,Escuela El Santillo
6032,Escuela Mamuil Malal
6036,Escuela Licancura
6038,Complejo Educacional Ruka Ngen
6039,Escuela Particular Catripulli
6040,Eco Escuela Antu Mawida
6041,Escuela Particular Los Raulies
6042,Escuela Particular Virgen De Rinconada
6043,Escuela Particular Loncofilo
6044,Escuela Particular Maite
6045,Escuela Particular Panque
6046,Escuela Particular Maite Alto
6048,Escuela Particular Maichin
6049,Escuela Particular Los Sauces
6052,Escuela Carlos Holzafel
6053,Escuela Jose Miguel Martinez Soto
6054,Esc. Basica Quelhue
6056,Escuela Basica Municipal De El Claro
6060,Esc. Basica Villa San Pedro
2622,Escuela Municipal Valle Hermoso
2725,Escuela Municipal Lo Valdivia
2727,Escuela Municipal Esmeralda
2728,Escuela Las Carmelitas
2730,Centro Educativo Integral De Curico (Ceic)
2731,Esc.Capllan Jose Luis Lopez Carrasco
6062,Esc. Basica Pichares
6063,Esc. Basica Candelaria
6066,Esc. Basica Carileufu
6069,Esc.Basica Paillaco
6070,Complejo Educacional Pablo Sexto
6071,Escuela Particular Ntra.Sra.De Fatima
6072,Escuela Particular Ramon Guinez
6075,Escuela Particular San Luis
6076,Escuela Particular Caburgua
6077,Escuela Particular Quetrolelfu
6082,Escuela Santa Rosa De Llafenco
6083,Escuela Particular Relicura
6084,Liceo Bicentenario Araucanía
6086,Escuela Jose Abelardo Nunez
6087,Liceo Bicentenario De Excelencia Artístico Alexander Graham Bell
6088,Escuela Valentin Letelier
6089,Escuela Voipir De Nancul
6090,Escuela Mariano Latorre
6091,Esc.Esp.Ret.Mental Beato Luis Orione
6092,Escuela Epuklei
6097,Escuela Las Vertientes
6108,Escuela Manantial
6112,Colegio De Humanidades De Villarica
6113,Escuela Industrial San Jose
6116,Escuela Particular Sagrada Familia
6117,Escuela Particular Nancul
6118,Colegio Santa Cruz
6119,Liceo Part. Libertad
6120,Colegio Alberto Hurtado
6121,Escuela Particular Pucara Alto
6122,Escuela Particular Adventista
6123,Escuela Particular Arturo Prat
6124,Escuela Particular Pedro Aguirre Cerda
6126,Escuela Particular Nueva Esperanza
6127,Escuela Particular Cudico
6129,Escuela Particular Huechulelfu
6137,Escuela Particular San Luis
6138,Escuela Particular Calfutue
6166,Escuela La Esperanza
6167,Esc. Esp.Ret.Mental Paul Harris
6168,Escuela Lenfuen
6170,Escuela Armando Quintulen
6173,Escuela Rucahue
6175,Escuela Las Palmeras
6177,Escuela Cacique Aillanir
6178,Escuela Basica Quetroco
6179,Escuela Rural El Lliuco
6180,Escuela Dollinco
6181,Escuela Coipue
6183,Escuela Allipen
6188,Colegio Santa Cruz De Freire
6189,Escuela Particular Arturo Prat
6190,Escuela Particular General Prieto
6192,Escuela Particular Las Pataguas
6198,Colegio Ayün Mapu
6200,Escuela Particular El Tesoro
2734,Colegio Alessandri
2785,C.Educ.Mons.Manuel Larrain Errazuriz.
2786,Instituto San Martin
2787,Colegio Santo Tomas De Curico
6204,Escuela Particular San Isidro Labrador
6205,Escuela Particular San Manuel De Lolen
6206,Escuela Particular Rosario Vasquez De V.
6207,Escuela Particular Rupayan De Mallohue
6208,Reducción Painemil
6210,Liceo Agricola Puquereo
6211,Escuela Particular Mahuidache
6214,Escuela Particular Renacer
6216,Escuela Particular San Antonio
6223,Liceo Bicentenario Ciencias Y Humanidades Rbd 6223-5
6224,Escuela Union Latinoamericana
6225,Escuela Juan Bta. Chesta Ch.
6227,Escuela Las Americas
6230,Liceo Municipal La Frontera
6231,Esc. Basica Los Galpones
6093,Escuela Molco Alto
6244,Escuela Susana Ortiz
6245,Escuela El Esfuerzo
6248,Escuela Chada
6251,Escuela Reserva Forestal Mahuidanchi
6252,Liceo Bicentenario Politecnico Pitrufquen
6253,Complejo Educ.Monsenor Guillermo Hartl
6254,Colegio Madres Dominicas
6262,Escuela Particular Reserva Rain
6263,Escuela Particular Mune Bajo
6267,Liceo Particular Subv.Quinque
6268,Escuela Particular Huefel Comuy
6269,Liceo Bicentenario Complejo Educacional Andres Antonio Gorbea
6270,Liceo Jose Victorino Lastarria
6271,Escuela Basica Cinco
6272,Escuela Basica Licarayen
6273,Esc.Presbitero Jose Agustin Gomez Z.
6276,Escuela Basica Municipal San Justo
6279,Escuela Melirrehue
6280,Escuela Basica El Rinco
6281,Escuela El Liuco
6282,Escuela El Laurel
6283,Escuela Cuarta Faja
6285,Escuela Basica Los Perales
6289,Escuela Faja Ricci
6290,Escuela Pidenco Alto
6294,Escuela Particular Ntra.Sra.Del Carmen
6300,Colegio Juan Pablo Ii
6301,Liceo Politecnico Andres Bello
6302,Liceo Bicentenario Padre Alberto Hurtado Cruchaga
6303,Escuela Egon Ernts Keutmann Besgen
6304,Escuela Alborada
6305,Escuela Domitila Pinna Parra
6308,Centro Educacional De Desarrollo Integral We Nepen
6315,Escuela Rucahue
6317,Escuela El Castillo
6319,Escuela Esmeralda
6322,Escuela Wingkul-Nigen
6323,Escuela Wenuy Kudau
6325,Escuela Pukoyam
6327,Escuela Basica Lumaco Sur
6329,Escuela Quesquechan
6332,Escuela Basica Nilcahuin
2907,Escuela Playa Linda De Lipimavida
2908,Escuela Alejandro Rojas Sierra
2909,Liceo Nuevo Horizonte
2910,Escuela Entre Aguas De Llico
2911,Escuela Lago Vichuquen
2914,Escuela Ema Cornejo De Cardoen
2917,Escuela Rauco
2918,Escuela Los Almendros
2920,Escuela Luis Leyton Rubio
2921,Escuela La Alborada
6336,Colegio Santa Cruz De Loncoche
6337,Escuela Particular Juan Xxiii
6343,Escuela Particular Collico
6344,Escuela Particular Liglelfun
6345,Escuela Particular Pulmahue
6347,Escuela Particular Subvencionada La Familia
6354,Escuela La Cascada
6379,Escuela Part. Subv. San Josè Obrero
6380,Escuela Particular Subvencionada Padre Isidoro
6381,Escuela Particular Puralaco
6382,Escuela Particular Raquincura
6385,Escuela Particular Chanquin
6389,Escuela Pocoyan
6390,Escuela Particular Araucana Pelehue
6391,Escuela Particular Villa Boldos
6441,Escuela Ruca Comche De Pelecoe
6442,Escuela Particular Las Delicias
6443,Escuela Part. Kom Pu Lof Ni Kimeltuwe
6444,Escuela Particular Bellavista
6446,Escuela Particular San Miguel De Trauhue
6449,Escuela Particular Bernardo O`higgins
6460,Escuela Particular San Sebastian
6461,Escuela Particular Padre Juan Wevering
6464,Escuela Particular Huapi
6465,Liceo Part. Subvenc. La Sierra
6471,Escuela Particular Sol Naciente
6474,Escuela Particular Quifo
6475,Escuela Particular Llaguey
6477,Escuela Particular Perquinan
6478,Escuela Particular Piedra Alta
6480,Escuela Particular Nueva Rucatraro
6481,Escuela Particular Cheucan
6482,Escuela Particular Nuevo Quifo
6485,Escuela Padre Ernesto Wilhelm
6486,Escuela Particular San Gaston
6487,Escuela Particular Los Cisnes
6488,Escuela Particular Diego Portales
6489,Escuela Particular Santa Cruz
6490,Escuela Particular Manuel Rojas
6492,Escuela Particular Dagoberto Godoy
6496,Escuela Gabriela Mistral
3096,Escuela Los Almendros
6518,Escuela Basica El Manzano
6522,Escuela Basica Puyangue
6525,Esc. Basica Carlos Palma Lafuente
6526,Escuela Basica El Peral
6527,Escuela Basica Alto Yupehue
6540,Escuela Basica Colico
6542,Escuela Particular Adventista
6555,Escuela Particular Pilmaiquenco
6558,Escuela Particular Miraflor De Pancul
6560,Escuela Particular El Amanecer
6562,Escuela Particular La Alborada
6564,Escuela Partic.Jose Miguel Carrera
6566,Escuela Particular Javiera Carrera
6567,Escuela Particular Jose Abelardo Nunez
6569,Escuela Particular Luis Cruz Martinez
6570,Escuela Particular Pedro De Valdivia
6572,Escuela Particular Ramon Freire
6575,Escuela Particular Alonso De Ercilla
6576,Escuela Particular Claudio Matte
6577,Colegio Dream House
7308,Escuela Rural La Junta
6578,Escuela Particular La Montana
6580,Escuela Particular Camilo Henriquez
9999999999998,9999999999998
6583,Escuela Particular Rucatraro
6584,Liceo Industrial C-16 Nueva Imperial
6586,Liceo Bicentenario James Mundell
6709,Escuela Municipal Rio Quillen
6590,Esc. Esp.Ret.Mental Avancemos Juntos
6591,Federico Garc-A Lorca
6594,Escuela Basica Los Avellanos
6595,Escuela Basica Rayen Rungi
6599,Escuela Basica Coihue Curaco
6604,Escuela Los Carrera
3092,Escuela Naciones Unidas
3093,Escuela Carretones
3104,Escuela La Placeta
3106,Escuela Flor Del Llano
3107,Escuela Santa Elena
3108,Colegio Paula Montal
3110,Complejo Educacional Maule
3111,Escuela Villa Culenar
3112,Escuela Callejones
3113,Escuela Colin
3114,Escuela Chacarilla
3115,Escuela Rural Duao
3117,Escuela Rural Numpay
3118,Escuela Quinipeumo
6612,Esc. Basica Pichirayen
6641,Liceo Agricola Chol Chol
6643,Liceo Intercultural Técnico Profesional Guacolda
6644,Liceo San Fco De Asis De Nva Imperial
6647,Escuela Particular Belen
6649,Liceo San Francisco De Asis De Chol Chol
6650,Colegio Anglicano William Wilson
6652,Escuela Particular Boroa
6653,Escuela Particular Coilaco
6654,Escuela Particular Entre Rios
6656,Escuela Particular Los Guindos
6658,Escuela Particular Los Condores
6660,Escuela Particular Santa Isabel
6662,Escuela Particular Loma Larga
6666,Escuela Particular Almagro
6667,Escuela Particular Rulo
6668,Escuela Particular Copinche
6669,Escuela Particular Dollimco
6671,Escuela Particular Renaco
6673,Escuela Particular Puel Mapu
6674,Escuela Particular Alto Manio
6678,Escuela Particular Santa Maria
6679,Escuela Particular Piuhuichen
6684,Escuela Particular San Antonio
6686,Escuela Particular Lidia Riquelme
6688,Escuela Particular Tranamil Rulo
6689,Escuela Particular Bandera
6690,Escuela Particular Pedro Aguirre Cerda
6691,Escuela Particular Gabriela Mistral
6692,Escuela Particular Arturo Prat
6695,Escuela Particular Faizi
6699,Escuela Particular Ambrosio Ohiggins
6700,Escuela Particular Trayenco
6701,Escuela Particular Anibal Pinto
6702,Escuela Particular Ines De Suarez
6705,Escuela Particular Prof.Nimia Rivas
6708,Liceo Gregorio Urrutia
6710,Escuela Basica De La Piedra
6711,Escuela Basica Maniuco
6712,Escuela San Juan De Aillinco
6714,Escuela Municipal De Lluquentue
6715,Escuela Basica Trabunquillem
6716,Esc. Basica Quetre
6718,Escuela Basica De El Capricho
6719,Escuela Basica Chacaico
6721,Escuela Reduccion Pangueco
6722,Escuela Basica Quinahue
6725,Escuela De Huampomallin
6726,Escuela Basica Santa Margarita
6728,Escuela Basica Trif Trifco
6731,Escuela Basica Pelantaro
6732,Esc. Basica Fortin Nielol
6734,Escuela Particular San Sebastian
6735,Escuela Particular Adventista
6736,Escuela Particular Rapa
6737,Escuela Particular Paillahue
6738,Escuela Particular Repocura
6739,Escuela Municipal Nilpe
6741,Escuela Particular El Progreso
6743,Escuela Particular Renicura
6745,Escuela Particular Bellavista
6747,Escuela Particular El Peral
3230,Escuela Jose Luis Richards Gonzalez
3233,Escuela Jose Miguel Carrera
3235,Escuela Mauricio Letelier Letelier
4058,Escuela Huaro
6748,Escuela Particular El Jardin
6750,Escuela Llolletue
6786,Escuela Especial Walter Schmidt Roestel
6787,Centro Educ.Adultos Luis Moll Briones
6826,Colegio Santa Marta De Valdivia
6828,Colegio Austral
6829,Instituto Salesiano
6830,Colegio Nuestra Senora Del Carmen
6832,Colegio Maria Auxiliadora
6833,Instituto Educacional Collico
6834,Escuela Particular Metodista
6835,Colegio Adventista De Valdivia
6848,Escuela Particular El Bosque
6868,Escuela Rural Inipulli
6888,Escuela Rural Calquinco Alto
6889,Escuela Rural Chacayal Lingue
6892,Escuela Rural Pedro W. Uribe Oplinger
6893,Escuela Rural Tralcao
6896,Seminario San Fidel
3287,Escuela Los Mogotes
3288,Escuela Camilo Henriquez
3289,Escuela De Robleria
3290,Liceo Maria Auxiliadora
6917,Escuela Particular Padre Carlos
6918,Escuela Particular San Francisco
6920,Escuela Particular Guido Beck
6922,Liceo Padre Alcuino
6925,Colegio Maria Reina
6938,Escuela Rural Chanco
6941,Escuela Rural El Vergel
6942,Escuela Rural El Trebol
6945,Escuela Rural Los Bajos
6950,Escuela Rural Las Huellas
6951,Escuela Rural La Victoria
6957,Escuela Rural Trafun
6963,Escuela Centros Unidos San Juan
6964,Escuela Particular Los Maitenes
6965,Escuela Particular Huaiquimilla
6969,Escuela Particular El Farol
6970,Escuela Particular Patagonia
6975,Escuela Particular Covadonga
6978,Escuela Particular Santa Ana
6982,Escuela Particular Mi Tierra
6983,Colegio Jose Manuel Balmaceda Férnandez
6984,Escuela Rural Nontuela
6986,Escuela Fronteriza De Llifen
6988,Escuela Rural Loncopan Bajo
6989,Escuela Rural Los Cerrillos
6895,Liceo Bicentenario Santa Cruz
6991,Escuela Rural Isla Huapi
6992,Escuela Rural Vista Hermosa
7000,Escuela Rural Hueinahue
7003,Escuela Rural Currine
7004,Colegio Maria Deogracia
7006,Liceo San Conrado De Futrono
7009,Escuela Particular Chollinco
7011,Escuela Particular Chihuio
7013,Escuela Particular Nontuela Alto
3400,Colegio Alberto Molina Castillo
3401,Escuela El Libertador
3402,Escuela Francisco Perez Lavin
3403,Escuela Manuel Mejias Millar
7073,Escuela Rural Curihue
7076,Escuela Estadio
7077,Escuela Alihuen
7081,Escuela Rural Ranintulelfu
7093,Escuela Rural Trafun
7097,Escuela Rural Raguintulalfu
7102,Liceo Padre Sigisfredo
7108,Escuela Part. Padre Enrique Romer
7109,Escuela Particular Pelehue
7111,Escuela Particular Pucura
